index,premise,hypothesis,label
166,또한 다른 사례에서도 기관 간의 협업을 이끌어 낸 협업인재들의 아이디어와 노력이 사업 성공에 핵심적인 역할을 했다.,협업인재들이 핵심적인 역할을 한 것은 이 사례밖에 없다.,contradiction
167,감독이라는것도 정말 일정 자격 시험이 필요한게 아닐까 하는 생각이 들게 한다,아무나 감독을 해도 된다는 생각이 들게 한다.,contradiction
168,그 시대에 이런 긴장감과 몰입도를 끌어낸것이 대단하다.,이런 긴장감과 몰입도는 오랜시간에 걸쳐 계획됐다.,neutral
169,보험료를 이중으로 내거나 액수 등을 착오해 납부하는 경우다.,보험료를 이중으로 내는 경우 뿐이다.,contradiction
170,"법무부는 이들에 대해 체류자격 신청 수수료 면제, 체류기간 연장 신청 시 가산점 부여, 가족 초청 및 체류 요건 완화 등의 조치도 적극적으로 시행하고 있다.",이들은 법무부의 조치에 감사해하고 있다.,neutral
171,"지원대상은 결혼을 앞둔 예비부부나 혼인신고일 3년 이내 신혼부부로, 신청일 기준 광양에 주소를 두고 있어야 한다.",지원대상은 독거 노인이나 소년 소녀 가장들이다.,contradiction
172,특히 공공의 콘텐츠 제작도구 및 촬영실 등을 대여해 훈련기관의 자체 온라인 콘텐츠 제작을 지원할 방침이다.,훈련기관의 자체 온라인 콘텐츠 제작을 공공의 콘텐츠 제작도구 및 촬영실 등을 대여해 지원할 방침이다.,entailment
173,"공식 유튜브 채널에서는 진행하고 있는 전시는 물론, 박물관에서 진행하는 문화행사, 특별전과 더불어, 주제별 전시해설 영상을 만나볼 수 있다.",공식 유튜브 채널의 구독자 수는 200만 명이다.,neutral
174,그는 일반 경비뿐만 아니라 군사비의 지출도 억제하려 했으나 호응을 얻지 못했고 제위에 오른 지 채 3개월도 못 되어 근위대장 레토가 이끄는 군인들에게 암살당했다.,그는 암살을 당했다.,entailment
175,이에 따르면 정부는 우선 단기과제로 기초생활보장종합계획 개편을 추진한다.,정부는 기초생활보장종합계획 개편은 올 분기안에 완료할 계획이다.,neutral
176,요즘 이 드라마 때문에 생활이 잘 안되는거 같다,요즘 생활이 잘 안되는거 이 드라마 때문인거 같다.,entailment
177,아 진짜 재미없어 다시는 이감독영화안본다.,이 감독 영화는 진짜 재미없다.,entailment
178,녹색기업을 육성하고 산단을 조성하는 등 녹색산업 생태계 구축에도 2025년까지 7조6000억원을 투자해 일자리 6만3000개를 만든다.,7조6000억원을 삼성에서 투자한다.,neutral
179,"이에 따라 군은 소유자의 법적 의무 준수사항, 반려인과 비반려인 간 갈등 예방을 위한 페티켓 등의 홍보를 위해 캠페인을 추진하게 됐다.",군이 캠페인을 추진하게 된 것은 시민단체의 영향이 컸다.,neutral
180,"퍼셉트론은 인공신경망의 한 종류로서, 1957년에 코넬 항공 연구소의 프랑크 로젠블라트에 의해 고안되었다.",퍼셉트론은 코넬 대학교에서 고안되었다.,contradiction
181,이제까지 가장 멋진 타잔을 만날 수 있다,이제까지 가장 못된 타잔을 볼 수 있다.,contradiction
182,"김성수는 불쾌감을 드러내지는 않았으나 내심 분개했고, 김구에 대한 한민당과 그 후신들의 시선 역시 곱지 않게 되었다.",김성수의 불쾌감은 한민당에서 비롯되었다.,neutral
183,혁신형 강소기업 48곳이 우수기업연구소로 지정됐다.,우수기업연구소로 혁신형 강소기업 48곳이 지정됐다.,entailment
184,공항에서도 가깝고 아주 좋은 장소입니다.,공항에서 가까워 인기가 많은 장소입니다.,neutral
185,세월호 실종자 수색을 지원하던 저인망어선 선원이 갑자기 쓰러져 병원으로 옮겨졌으나 숨졌습니다.,저인망어선 선원은 실종자 수색을 지원했다.,entailment
186,방송에서는 캐릭터 커뮤니티에 심취해 있던 사건 당일 가해자 김양의 행적을 재구성하였다.,김양의 행적을 재구성하던 중 새로운 증거를 발견했다.,neutral
187,미추홀구는 인천광역시의 중앙에 위치한 구이다.,미추홀구는 인천광역시에서 가장 큰 구이다.,neutral
188,해나와 우진은 회사의 워크샵에서 해나가 산속에 조난당해 위기를 겪었을 때 우진이 위험을 무릅쓰고 찾아가 구해준 것을 계기로 더욱 가까워지게 된다.,해나는 산속에서 조난당한 적이 있다.,entailment
189,간단해 보이는 이 글은 올라온 지 36시간 동안 11만 회 넘는 조회 수를 받아 네이트판 인기글에 올랐다.,이 글은 네이트판 인기글에 올랐다.,entailment
190,"이 때문에 김영록 도지사가 17일 현장을 직접 찾아 점검하고, 최종 점검회의를 열 계획이다.",최종 점검회의는 20일 열릴 계획이다.,neutral
191,숙소는 사진과 같이 깔끔하고 깨끗합니다.,사진과 같이 숙소가 깔끔합니다.,entailment
192,아파트는 사진처럼 예쁘고 아주 편리합니다.,특히 아파트의 교통이 매우 편리합니다.,neutral
193,"또, 민주당 김태년 의원은 외부인용 사진 중 절반 가량을 포털 사이트에서 가져왔다고 밝혔다.",김태년 의원은 국민의힘당 소속이다.,contradiction
194,사무실 크기와 우리의 규모를 있는 그대로 보여주고 싶었습니다.,우리의 있는 그대로의 모습은 감추고 싶었습니다.,contradiction
195,"또한 제공되는 정보도 시설명, 주소 정도에 불과해 별도 문의 없이는 돌봄 프로그램 내용, 신청가능 여부 등을 알기 어려웠다.",문의하는 데도 많은 제약이 있었다.,neutral
196,"이에 중대본은 음식점을 음식 제공 방법에 따라 일반 식당, 단체 식당, 뷔페 식당으로 분류한 후 유형별 핵심수칙을 제시했다.",단체 식당과 뷔페 식당의 핵심수칙은 대동소이하다.,neutral
197,그래서 고용이 보완돼야 한다는 점도 동의한다.,고용이 보완돼야 한다는 점에 반대하지 않는다.,entailment
198,배우들의 심리를 연기와 영상으로 잘 풀어냈다.,오직 연기로만 배우들의 심리를 풀어냈다.,contradiction
199,최고 천정명 택연 연기가 아쉽지만 나머지분들은 연기 최고,택연은 첫 출연인걸 감안하면 나쁘지 않은 수준의 연기였다.,neutral
200,쏟아지는 빗속에서 길 잃은 새끼고양이 한 마리가 찾아든다.,길 잃은 새끼고양이를 키우게 된다.,neutral
201,"또한 저지대와 산사태, 축대 옹벽 등 붕괴 위험지역 예찰을 강화하고 위험 징후 시 선제적으로 주민 대피 등 후속 조치를 취하기로 했다.",붕괴가 일어날 수 있는 지역을 잘 살피기로 했다.,entailment
202,무엇보다 호스트의 따뜻한 배려에 감동받았다.,호스트가 비오는 날 우산을 챙겨주셔서 감동적이었다.,neutral
203,"나쁜의미가 아니라, 각각의 장점들이 존재해요.",각각의 장점들이 존재한다는 것은 나쁜의미가 아니에요.,entailment
204,가족이 머물기에 전반적으로 만족했던 숙소였어요.,가족이 머물기에 나쁘지 않았어요.,entailment
205,줄 서 있던 시민들과 사진 촬영을 하던 백종원 씨는 대기줄에서 낯익은 얼굴을 발견했다.,백종원 씨는 시민들과 사진을 찍지 않았다.,contradiction
206,정말 내가 지내본 숙소 중에 최악입니다.,내가 지내본 숙소 중에 가장 더러웠습니다.,neutral
207,큰 창과 아기자기한 방이 인상적이었습니다.,창과 방 모두 아기자기했습니다.,contradiction
208,뻔한듯한 내용이지만 대사 한마디가 마음을 울린다.,한 마디 제외하고 대사가 평범했다.,neutral
209,충돌로 가벼운 상처를 입은 강씨 외에는 부상자는 없었다.,부상을 당한 사람은 강씨 뿐이었다.,entailment
210,"호스트의 아버지, 어머니는 정말 친절하셨다.",호스트의 아버지만 친절하셨다.,contradiction
211,일본 정부가 지난 27일 폭발한 규슈 지역의 신모에다케 화산 인근 주민들에게 피난 권고를 내린 것으로 알려졌다.,신모에다케 화산이 지난 27일 폭발했다.,entailment
212,장선우 감독과 이정현의 처음이자 마지막의 역작,장선우 감독과 이정현의 작품이다.,entailment
213,손소독 후 앵무새들을 천천히 살펴봤다.,손소독을 하고 앵무새들을 봤다.,entailment
214,사진으로 보는것 이상으로 깨끗하고 편안합니다.,사진으로 본 적이 있다.,entailment
215,한혜진 씨는 이 주장에 반대 의견을 냈다.,한헤진 씨 뿐 아니라 다른 사람들도 이 주장에 반대했다.,neutral
216,육아코칭 서비스에 대한 자세한 사항은 부평구 풀뿌리 여성센터 를 참조하거나 전화로 문의하면 된다.,전화로 문의할 경우 자동응답으로 연결된다.,neutral
217,최선정 정신병원 입원하는걸로 끝나겠어요,최선정 정신병원에 입원하면 끝이 난다.,entailment
218,"도입방안에 따라 우선 연료보조금 지급대상은 현행 유가보조금 대상인 노선버스 및 전세버스와 택시, 화물차에 모두 적용할 계획이다.",유가보조금은 월 10만원 나온다.,neutral
219,전쟁이 끝난 1953년 1인당 국민소득 67불에 불과했던 대한민국이 폐허에서 일어나 국민소득 3만 불이 넘는 세계 10위권 경제 강국으로 발전했습니다.,1953년에 전쟁이 끝났습니다.,entailment
220,하지만 전반적으로 굉장히 만족스러운 숙박이었습니다.,숙박이 만족스러웠습니다.,entailment
221,방 자체는 정말 깔끔하고 호텔처럼 고급져요.,호텔처럼 고급진 방이예요.,entailment
222,방송통신심의위원회 직원이 업무시간에 김영오씨를 대상으로 악플을 쓴 것이 확인되었기 때문입니다.,방송통신심의위원회의 업무시간은 탄력적이다.,neutral
223,그러나 오는 15일 인근 지역에 또다시 폭우가 예보되어 있어 최악의 가능성은 배제하기 어려운 상황이다.,인근 지역에 또 폭우가 내릴 것으로 예보하고 있다.,entailment
224,이에 맞춰 통신 대기업인 소프트방크가 내년 4월부터 근무시간 중의 흡연을 전면 금지키로 하는 등 주요 대기업들이 잇따라 강화된 금연 대책을 내놓고 있다.,소프트방크는 근무시간 외의 흡연을 전면 금지하고 있다.,contradiction
225,온 나라가 총기 규제 법안으로 떠들썩한 가운데 그녀는 자신의 신념에 따라 모두가 포기한 싸움에 뛰어들게 된다.,사람들은 총기 규제 법안에 관심이 없다.,contradiction
226,우선 숙소는 사진과 동일하고 깔끔합니다.,사진과 딴판이라 짜증납니다.,contradiction
227,아오리 라멘은 유리 홀딩스와의 관계도 정리하기로 했다고 언급했다.,유리 홀딩스 논란 때문에 아오리 라멘이 관계를 정리하기로 했다.,neutral
228,자세한 내용은 우리나라 생태관광 이야기에서 확인할 수 있다.,자세한 내용은 안내책자에서만 확인할 수 있다.,contradiction
229,그러기 위해서 꼭 필요한 것이 서로 고통을 분담하는 사회적 합의입니다.,고통을 분담하는 사회적합의가 꼭 필요합니다.,entailment
230,스캔론 플랜의 목적은 종업원들의 잠재력을 극대화시켜 작업능률을 향상 시켜 경영성과를 향상시킬 수 있는 기회를 제공하는 것이다.,스캔론 플랜의 목적은 경영성과 향상이다.,entailment
231,그동안 연수생들은 인턴과정을 마친 후 개인적 의지에 따라 국내 취업을 하거나 진학 등 새로운 분야로 진로를 모색하는 경우를 제외하면 대부분이 취업에 성공했다.,연수생의 대부분이 취업에 실패했다.,contradiction
232,상쾌한 아침 날씨는 버턴 지방의 시골에서 보낸 그녀의 젊은 시절을 떠올리게 한다.,그녀는 버턴 지방의 시골에서 젊은 시절을 보냈다.,entailment
233,경기 가평군은 올해 만65세 이상 노인에게 지급되는 기초연금의 선정기준이 상향 조정됐다고 18일 밝혔다.,경기 가평군은 기초 연금 선정 기준을 조정했다고 밝혔다.,entailment
